Member_number,Date,itemDescription,year,month,day,day_of_week
3921,18/06/2014,cream cheese ,2014,6,18,2
4284,18/06/2014,whole milk,2014,6,18,2
4284,18/06/2014,canned beer,2014,6,18,2
4455,18/06/2014,root vegetables,2014,6,18,2
4455,18/06/2014,canned fish,2014,6,18,2
4538,18/06/2014,coffee,2014,6,18,2
4538,18/06/2014,dishes,2014,6,18,2
4561,18/06/2014,whole milk,2014,6,18,2
4561,18/06/2014,UHT-milk,2014,6,18,2
4603,18/06/2014,bathroom cleaner,2014,6,18,2
4603,18/06/2014,popcorn,2014,6,18,2
4931,18/06/2014,berries,2014,6,18,2
4931,18/06/2014,root vegetables,2014,6,18,2
1017,19/06/2014,yogurt,2014,6,19,3
1017,19/06/2014,beef,2014,6,19,3
1075,19/06/2014,UHT-milk,2014,6,19,3
1075,19/06/2014,canned fish,2014,6,19,3
1087,19/06/2014,specialty chocolate,2014,6,19,3
1087,19/06/2014,white bread,2014,6,19,3
1109,19/06/2014,chocolate,2014,6,19,3
1109,19/06/2014,whole milk,2014,6,19,3
1275,19/06/2014,ice cream,2014,6,19,3
1275,19/06/2014,butter,2014,6,19,3
1652,19/06/2014,beef,2014,6,19,3
1652,19/06/2014,curd,2014,6,19,3
1838,19/06/2014,pip fruit,2014,6,19,3
1838,19/06/2014,salty snack,2014,6,19,3
1932,19/06/2014,fruit/vegetable juice,2014,6,19,3
1932,19/06/2014,bottled water,2014,6,19,3
2041,19/06/2014,root vegetables,2014,6,19,3
2041,19/06/2014,yogurt,2014,6,19,3
2186,19/06/2014,bottled water,2014,6,19,3
2186,19/06/2014,whole milk,2014,6,19,3
2444,19/06/2014,tropical fruit,2014,6,19,3
2444,19/06/2014,rolls/buns,2014,6,19,3
2472,19/06/2014,herbs,2014,6,19,3
2472,19/06/2014,sugar,2014,6,19,3
2570,19/06/2014,frozen potato products,2014,6,19,3
2570,19/06/2014,root vegetables,2014,6,19,3
2584,19/06/2014,soda,2014,6,19,3
2584,19/06/2014,curd,2014,6,19,3
2584,19/06/2014,flower (seeds),2014,6,19,3
2617,19/06/2014,liquor,2014,6,19,3
2617,19/06/2014,rolls/buns,2014,6,19,3
2617,19/06/2014,frozen meals,2014,6,19,3
2817,19/06/2014,bottled water,2014,6,19,3
2817,19/06/2014,bottled water,2014,6,19,3
2854,19/06/2014,rolls/buns,2014,6,19,3
2854,19/06/2014,shopping bags,2014,6,19,3
3491,19/06/2014,tropical fruit,2014,6,19,3
3491,19/06/2014,cat food,2014,6,19,3
3672,19/06/2014,sugar,2014,6,19,3
3672,19/06/2014,UHT-milk,2014,6,19,3
3672,19/06/2014,margarine,2014,6,19,3
3902,19/06/2014,root vegetables,2014,6,19,3
3902,19/06/2014,canned beer,2014,6,19,3
3966,19/06/2014,root vegetables,2014,6,19,3
3966,19/06/2014,frozen vegetables,2014,6,19,3
4092,19/06/2014,berries,2014,6,19,3
4092,19/06/2014,root vegetables,2014,6,19,3
4183,19/06/2014,processed cheese,2014,6,19,3
4183,19/06/2014,dog food,2014,6,19,3
4183,19/06/2014,frozen potato products,2014,6,19,3
4656,19/06/2014,condensed milk,2014,6,19,3
4656,19/06/2014,cat food,2014,6,19,3
4711,19/06/2014,yogurt,2014,6,19,3
4711,19/06/2014,other vegetables,2014,6,19,3
4824,19/06/2014,cream,2014,6,19,3
4824,19/06/2014,newspapers,2014,6,19,3
1182,20/06/2014,butter,2014,6,20,4
1182,20/06/2014,mustard,2014,6,20,4
1412,20/06/2014,rolls/buns,2014,6,20,4
1412,20/06/2014,newspapers,2014,6,20,4
1412,20/06/2014,specialty fat,2014,6,20,4
1412,20/06/2014,domestic eggs,2014,6,20,4
1500,20/06/2014,hygiene articles,2014,6,20,4
1500,20/06/2014,chocolate,2014,6,20,4
1500,20/06/2014,soups,2014,6,20,4
1628,20/06/2014,fruit/vegetable juice,2014,6,20,4
1628,20/06/2014,cream cheese ,2014,6,20,4
1806,20/06/2014,whipped/sour cream,2014,6,20,4
1806,20/06/2014,shopping bags,2014,6,20,4
1816,20/06/2014,red/blush wine,2014,6,20,4
1816,20/06/2014,liquor (appetizer),2014,6,20,4
1816,20/06/2014,sauces,2014,6,20,4
1816,20/06/2014,coffee,2014,6,20,4
1889,20/06/2014,ketchup,2014,6,20,4
1889,20/06/2014,rolls/buns,2014,6,20,4
1927,20/06/2014,rolls/buns,2014,6,20,4
1927,20/06/2014,mayonnaise,2014,6,20,4
1927,20/06/2014,flour,2014,6,20,4
2552,20/06/2014,female sanitary products,2014,6,20,4
2552,20/06/2014,whole milk,2014,6,20,4
2552,20/06/2014,hygiene articles,2014,6,20,4
2760,20/06/2014,bottled beer,2014,6,20,4
2760,20/06/2014,long life bakery product,2014,6,20,4
2760,20/06/2014,vinegar,2014,6,20,4
2760,20/06/2014,pot plants,2014,6,20,4
2811,20/06/2014,butter milk,2014,6,20,4
2811,20/06/2014,frozen vegetables,2014,6,20,4
2901,20/06/2014,domestic eggs,2014,6,20,4
2901,20/06/2014,chocolate,2014,6,20,4
3006,20/06/2014,other vegetables,2014,6,20,4
3006,20/06/2014,margarine,2014,6,20,4
3877,20/06/2014,fruit/vegetable juice,2014,6,20,4
3877,20/06/2014,cat food,2014,6,20,4
3877,20/06/2014,zwieback,2014,6,20,4
3877,20/06/2014,frozen dessert,2014,6,20,4
4036,20/06/2014,canned beer,2014,6,20,4
4036,20/06/2014,honey,2014,6,20,4
4097,20/06/2014,soda,2014,6,20,4
4097,20/06/2014,ice cream,2014,6,20,4
4217,20/06/2014,pastry,2014,6,20,4
4217,20/06/2014,whole milk,2014,6,20,4
4282,20/06/2014,baking powder,2014,6,20,4
4282,20/06/2014,hair spray,2014,6,20,4
4283,20/06/2014,other vegetables,2014,6,20,4
4283,20/06/2014,tropical fruit,2014,6,20,4
4288,20/06/2014,citrus fruit,2014,6,20,4
4288,20/06/2014,frozen potato products,2014,6,20,4
4478,20/06/2014,roll products ,2014,6,20,4
4478,20/06/2014,rice,2014,6,20,4
4592,20/06/2014,herbs,2014,6,20,4
4592,20/06/2014,newspapers,2014,6,20,4
4705,20/06/2014,rolls/buns,2014,6,20,4
4705,20/06/2014,chewing gum,2014,6,20,4
4714,20/06/2014,misc. beverages,2014,6,20,4
4714,20/06/2014,bottled water,2014,6,20,4
4720,20/06/2014,tropical fruit,2014,6,20,4
4720,20/06/2014,bottled water,2014,6,20,4
1190,21/06/2014,bottled water,2014,6,21,5
1190,21/06/2014,soda,2014,6,21,5
1285,21/06/2014,citrus fruit,2014,6,21,5
1285,21/06/2014,ice cream,2014,6,21,5
1285,21/06/2014,butter,2014,6,21,5
1285,21/06/2014,shopping bags,2014,6,21,5
1418,21/06/2014,soda,2014,6,21,5
1418,21/06/2014,curd,2014,6,21,5
1590,21/06/2014,fruit/vegetable juice,2014,6,21,5
1590,21/06/2014,pip fruit,2014,6,21,5
1621,21/06/2014,bottled beer,2014,6,21,5
1621,21/06/2014,yogurt,2014,6,21,5
1621,21/06/2014,butter milk,2014,6,21,5
1655,21/06/2014,brown bread,2014,6,21,5
1655,21/06/2014,frozen fish,2014,6,21,5
2172,21/06/2014,berries,2014,6,21,5
2172,21/06/2014,yogurt,2014,6,21,5
2221,21/06/2014,beef,2014,6,21,5
2221,21/06/2014,yogurt,2014,6,21,5
3135,21/06/2014,shopping bags,2014,6,21,5
3135,21/06/2014,rice,2014,6,21,5
3153,21/06/2014,onions,2014,6,21,5
3153,21/06/2014,whipped/sour cream,2014,6,21,5
3244,21/06/2014,canned fish,2014,6,21,5
3244,21/06/2014,root vegetables,2014,6,21,5
3459,21/06/2014,pastry,2014,6,21,5
3459,21/06/2014,whole milk,2014,6,21,5
3491,21/06/2014,detergent,2014,6,21,5
3491,21/06/2014,newspapers,2014,6,21,5
3537,21/06/2014,cream cheese ,2014,6,21,5
3537,21/06/2014,cream cheese ,2014,6,21,5
3678,21/06/2014,yogurt,2014,6,21,5
3678,21/06/2014,newspapers,2014,6,21,5
3839,21/06/2014,whole milk,2014,6,21,5
3839,21/06/2014,pip fruit,2014,6,21,5
3839,21/06/2014,pasta,2014,6,21,5
3839,21/06/2014,yogurt,2014,6,21,5
4078,21/06/2014,soda,2014,6,21,5
4078,21/06/2014,margarine,2014,6,21,5
4262,21/06/2014,canned beer,2014,6,21,5
4262,21/06/2014,canned beer,2014,6,21,5
4457,21/06/2014,pork,2014,6,21,5
4457,21/06/2014,cereals,2014,6,21,5
4711,21/06/2014,whole milk,2014,6,21,5
4711,21/06/2014,domestic eggs,2014,6,21,5
4809,21/06/2014,brown bread,2014,6,21,5
4809,21/06/2014,soda,2014,6,21,5
4983,21/06/2014,root vegetables,2014,6,21,5
4983,21/06/2014,margarine,2014,6,21,5
1012,22/06/2014,frozen vegetables,2014,6,22,6
1012,22/06/2014,brown bread,2014,6,22,6
1116,22/06/2014,brown bread,2014,6,22,6
1116,22/06/2014,butter milk,2014,6,22,6
1116,22/06/2014,canned vegetables,2014,6,22,6
1116,22/06/2014,soda,2014,6,22,6
1237,22/06/2014,pork,2014,6,22,6
1237,22/06/2014,other vegetables,2014,6,22,6
1237,22/06/2014,cream cheese ,2014,6,22,6
1488,22/06/2014,root vegetables,2014,6,22,6
1488,22/06/2014,white bread,2014,6,22,6
1728,22/06/2014,rolls/buns,2014,6,22,6
1728,22/06/2014,rum,2014,6,22,6
1798,22/06/2014,whole milk,2014,6,22,6
1798,22/06/2014,male cosmetics,2014,6,22,6
1877,22/06/2014,bottled water,2014,6,22,6
1877,22/06/2014,butter,2014,6,22,6
1877,22/06/2014,waffles,2014,6,22,6
1955,22/06/2014,soda,2014,6,22,6
1955,22/06/2014,cereals,2014,6,22,6
2004,22/06/2014,grapes,2014,6,22,6
2004,22/06/2014,cream cheese ,2014,6,22,6
2109,22/06/2014,bottled beer,2014,6,22,6
2109,22/06/2014,bottled water,2014,6,22,6
2231,22/06/2014,pastry,2014,6,22,6
2231,22/06/2014,seasonal products,2014,6,22,6
2231,22/06/2014,butter,2014,6,22,6
2231,22/06/2014,bottled beer,2014,6,22,6
2440,22/06/2014,coffee,2014,6,22,6
2440,22/06/2014,pip fruit,2014,6,22,6
2632,22/06/2014,beef,2014,6,22,6
2632,22/06/2014,sugar,2014,6,22,6
2851,22/06/2014,bottled beer,2014,6,22,6
2851,22/06/2014,whipped/sour cream,2014,6,22,6
2932,22/06/2014,whole milk,2014,6,22,6
2932,22/06/2014,tropical fruit,2014,6,22,6
2932,22/06/2014,cat food,2014,6,22,6
3021,22/06/2014,root vegetables,2014,6,22,6
3021,22/06/2014,onions,2014,6,22,6
3166,22/06/2014,bottled water,2014,6,22,6
3166,22/06/2014,specialty bar,2014,6,22,6
3302,22/06/2014,hygiene articles,2014,6,22,6
3302,22/06/2014,napkins,2014,6,22,6
3357,22/06/2014,bottled beer,2014,6,22,6
3357,22/06/2014,newspapers,2014,6,22,6
3357,22/06/2014,pickled vegetables,2014,6,22,6
3357,22/06/2014,mustard,2014,6,22,6
3651,22/06/2014,sausage,2014,6,22,6
3651,22/06/2014,cat food,2014,6,22,6
3651,22/06/2014,pastry,2014,6,22,6
3767,22/06/2014,sweet spreads,2014,6,22,6
3767,22/06/2014,male cosmetics,2014,6,22,6
3931,22/06/2014,margarine,2014,6,22,6
3931,22/06/2014,frozen vegetables,2014,6,22,6
3931,22/06/2014,baking powder,2014,6,22,6
3985,22/06/2014,beverages,2014,6,22,6
3985,22/06/2014,cake bar,2014,6,22,6
4525,22/06/2014,beef,2014,6,22,6
4525,22/06/2014,waffles,2014,6,22,6
4538,22/06/2014,soda,2014,6,22,6
4538,22/06/2014,fruit/vegetable juice,2014,6,22,6
4577,22/06/2014,napkins,2014,6,22,6
4577,22/06/2014,mayonnaise,2014,6,22,6
4582,22/06/2014,pork,2014,6,22,6
4582,22/06/2014,newspapers,2014,6,22,6
4582,22/06/2014,root vegetables,2014,6,22,6
4772,22/06/2014,house keeping products,2014,6,22,6
4772,22/06/2014,frozen vegetables,2014,6,22,6
4937,22/06/2014,rolls/buns,2014,6,22,6
4937,22/06/2014,fruit/vegetable juice,2014,6,22,6
1072,23/06/2014,ham,2014,6,23,0
1072,23/06/2014,other vegetables,2014,6,23,0
1204,23/06/2014,rolls/buns,2014,6,23,0
1204,23/06/2014,pastry,2014,6,23,0
1951,23/06/2014,frozen fish,2014,6,23,0
1951,23/06/2014,curd,2014,6,23,0
2158,23/06/2014,pot plants,2014,6,23,0
2158,23/06/2014,newspapers,2014,6,23,0
2158,23/06/2014,brown bread,2014,6,23,0
2510,23/06/2014,chocolate,2014,6,23,0
2510,23/06/2014,long life bakery product,2014,6,23,0
2692,23/06/2014,hygiene articles,2014,6,23,0
2692,23/06/2014,root vegetables,2014,6,23,0
2692,23/06/2014,soda,2014,6,23,0
2692,23/06/2014,pastry,2014,6,23,0
3361,23/06/2014,softener,2014,6,23,0
3361,23/06/2014,soda,2014,6,23,0
3961,23/06/2014,butter,2014,6,23,0
3961,23/06/2014,bottled water,2014,6,23,0
3961,23/06/2014,bottled water,2014,6,23,0
4038,23/06/2014,yogurt,2014,6,23,0
4038,23/06/2014,canned beer,2014,6,23,0
4200,23/06/2014,hamburger meat,2014,6,23,0
4200,23/06/2014,salty snack,2014,6,23,0
4200,23/06/2014,shopping bags,2014,6,23,0
4233,23/06/2014,root vegetables,2014,6,23,0
4233,23/06/2014,roll products ,2014,6,23,0
4233,23/06/2014,root vegetables,2014,6,23,0
4233,23/06/2014,whole milk,2014,6,23,0
4272,23/06/2014,other vegetables,2014,6,23,0
4272,23/06/2014,margarine,2014,6,23,0
4311,23/06/2014,frozen meals,2014,6,23,0
4311,23/06/2014,newspapers,2014,6,23,0
4515,23/06/2014,frankfurter,2014,6,23,0
4515,23/06/2014,curd,2014,6,23,0
4620,23/06/2014,berries,2014,6,23,0
4620,23/06/2014,bottled beer,2014,6,23,0
4673,23/06/2014,curd,2014,6,23,0
4673,23/06/2014,specialty chocolate,2014,6,23,0
4673,23/06/2014,flour,2014,6,23,0
4717,23/06/2014,newspapers,2014,6,23,0
4717,23/06/2014,waffles,2014,6,23,0
4717,23/06/2014,salty snack,2014,6,23,0
4773,23/06/2014,other vegetables,2014,6,23,0
4773,23/06/2014,mustard,2014,6,23,0
1000,24/06/2014,whole milk,2014,6,24,1
1000,24/06/2014,pastry,2014,6,24,1
1000,24/06/2014,salty snack,2014,6,24,1
1184,24/06/2014,beef,2014,6,24,1
1184,24/06/2014,whole milk,2014,6,24,1
1184,24/06/2014,newspapers,2014,6,24,1
1259,24/06/2014,fruit/vegetable juice,2014,6,24,1
1259,24/06/2014,berries,2014,6,24,1
1294,24/06/2014,white wine,2014,6,24,1
1294,24/06/2014,dishes,2014,6,24,1
1410,24/06/2014,whipped/sour cream,2014,6,24,1
1410,24/06/2014,shopping bags,2014,6,24,1
1425,24/06/2014,spices,2014,6,24,1
1425,24/06/2014,shopping bags,2014,6,24,1
1425,24/06/2014,soda,2014,6,24,1
1425,24/06/2014,newspapers,2014,6,24,1
1622,24/06/2014,whole milk,2014,6,24,1
1622,24/06/2014,salty snack,2014,6,24,1
1687,24/06/2014,specialty bar,2014,6,24,1
1687,24/06/2014,other vegetables,2014,6,24,1
1687,24/06/2014,misc. beverages,2014,6,24,1
2206,24/06/2014,frozen vegetables,2014,6,24,1
2206,24/06/2014,canned beer,2014,6,24,1
2424,24/06/2014,other vegetables,2014,6,24,1
2424,24/06/2014,soda,2014,6,24,1
2437,24/06/2014,whole milk,2014,6,24,1
2437,24/06/2014,butter milk,2014,6,24,1
2437,24/06/2014,rubbing alcohol,2014,6,24,1
2437,24/06/2014,fruit/vegetable juice,2014,6,24,1
2496,24/06/2014,soda,2014,6,24,1
2496,24/06/2014,cream cheese ,2014,6,24,1
2514,24/06/2014,newspapers,2014,6,24,1
2514,24/06/2014,citrus fruit,2014,6,24,1
2993,24/06/2014,yogurt,2014,6,24,1
2993,24/06/2014,shopping bags,2014,6,24,1
3153,24/06/2014,newspapers,2014,6,24,1
3153,24/06/2014,misc. beverages,2014,6,24,1
3827,24/06/2014,canned beer,2014,6,24,1
3827,24/06/2014,chocolate marshmallow,2014,6,24,1
3844,24/06/2014,semi-finished bread,2014,6,24,1
3844,24/06/2014,other vegetables,2014,6,24,1
3844,24/06/2014,soda,2014,6,24,1
4258,24/06/2014,sausage,2014,6,24,1
4258,24/06/2014,frozen meals,2014,6,24,1
4403,24/06/2014,tropical fruit,2014,6,24,1
4403,24/06/2014,other vegetables,2014,6,24,1
4505,24/06/2014,other vegetables,2014,6,24,1
4505,24/06/2014,berries,2014,6,24,1
4721,24/06/2014,rolls/buns,2014,6,24,1
4721,24/06/2014,rolls/buns,2014,6,24,1
4779,24/06/2014,specialty chocolate,2014,6,24,1
4779,24/06/2014,sauces,2014,6,24,1
4946,24/06/2014,soft cheese,2014,6,24,1
4946,24/06/2014,other vegetables,2014,6,24,1
1035,25/06/2014,whole milk,2014,6,25,2
1035,25/06/2014,frozen vegetables,2014,6,25,2
1108,25/06/2014,frozen potato products,2014,6,25,2
1108,25/06/2014,specialty cheese,2014,6,25,2
1235,25/06/2014,other vegetables,2014,6,25,2
1235,25/06/2014,curd,2014,6,25,2
1235,25/06/2014,abrasive cleaner,2014,6,25,2
1353,25/06/2014,other vegetables,2014,6,25,2
1353,25/06/2014,root vegetables,2014,6,25,2
1365,25/06/2014,rolls/buns,2014,6,25,2
1365,25/06/2014,whole milk,2014,6,25,2
1393,25/06/2014,chocolate,2014,6,25,2
1393,25/06/2014,dessert,2014,6,25,2
1393,25/06/2014,flour,2014,6,25,2
1931,25/06/2014,other vegetables,2014,6,25,2
1931,25/06/2014,brown bread,2014,6,25,2
2169,25/06/2014,tropical fruit,2014,6,25,2
2169,25/06/2014,pickled vegetables,2014,6,25,2
2169,25/06/2014,bottled beer,2014,6,25,2
2271,25/06/2014,sausage,2014,6,25,2
2271,25/06/2014,newspapers,2014,6,25,2
2401,25/06/2014,hamburger meat,2014,6,25,2
2401,25/06/2014,butter,2014,6,25,2
2415,25/06/2014,candy,2014,6,25,2
2415,25/06/2014,candy,2014,6,25,2
2771,25/06/2014,coffee,2014,6,25,2
2771,25/06/2014,rolls/buns,2014,6,25,2
2771,25/06/2014,vinegar,2014,6,25,2
2906,25/06/2014,frankfurter,2014,6,25,2
2906,25/06/2014,cream cheese ,2014,6,25,2
3225,25/06/2014,white wine,2014,6,25,2
3225,25/06/2014,ice cream,2014,6,25,2
3393,25/06/2014,bottled water,2014,6,25,2
3393,25/06/2014,shopping bags,2014,6,25,2
3393,25/06/2014,bottled water,2014,6,25,2
3488,25/06/2014,curd,2014,6,25,2
3488,25/06/2014,specialty chocolate,2014,6,25,2
3669,25/06/2014,margarine,2014,6,25,2
3669,25/06/2014,processed cheese,2014,6,25,2
3669,25/06/2014,candles,2014,6,25,2
3669,25/06/2014,shopping bags,2014,6,25,2
4137,25/06/2014,hamburger meat,2014,6,25,2
4137,25/06/2014,domestic eggs,2014,6,25,2
4356,25/06/2014,root vegetables,2014,6,25,2
4356,25/06/2014,coffee,2014,6,25,2
4499,25/06/2014,soda,2014,6,25,2
4499,25/06/2014,specialty bar,2014,6,25,2
4623,25/06/2014,bottled water,2014,6,25,2
4623,25/06/2014,frozen vegetables,2014,6,25,2
4762,25/06/2014,pip fruit,2014,6,25,2
4762,25/06/2014,onions,2014,6,25,2
4762,25/06/2014,yogurt,2014,6,25,2
4860,25/06/2014,citrus fruit,2014,6,25,2
4860,25/06/2014,soda,2014,6,25,2
1284,26/06/2014,margarine,2014,6,26,3
1284,26/06/2014,rolls/buns,2014,6,26,3
1333,26/06/2014,curd,2014,6,26,3
1333,26/06/2014,butter,2014,6,26,3
1410,26/06/2014,specialty chocolate,2014,6,26,3
1410,26/06/2014,soda,2014,6,26,3
1410,26/06/2014,pet care,2014,6,26,3
1427,26/06/2014,onions,2014,6,26,3
1427,26/06/2014,butter,2014,6,26,3
1535,26/06/2014,pork,2014,6,26,3
1535,26/06/2014,other vegetables,2014,6,26,3
1658,26/06/2014,pork,2014,6,26,3
1658,26/06/2014,coffee,2014,6,26,3
1658,26/06/2014,margarine,2014,6,26,3
1889,26/06/2014,herbs,2014,6,26,3
1889,26/06/2014,canned beer,2014,6,26,3
1983,26/06/2014,pip fruit,2014,6,26,3
1983,26/06/2014,rolls/buns,2014,6,26,3
1990,26/06/2014,yogurt,2014,6,26,3
1990,26/06/2014,flower (seeds),2014,6,26,3
2157,26/06/2014,beef,2014,6,26,3
2157,26/06/2014,canned beer,2014,6,26,3
2358,26/06/2014,root vegetables,2014,6,26,3
2358,26/06/2014,shopping bags,2014,6,26,3
2358,26/06/2014,frozen vegetables,2014,6,26,3
2440,26/06/2014,jam,2014,6,26,3
2440,26/06/2014,house keeping products,2014,6,26,3
2621,26/06/2014,root vegetables,2014,6,26,3
2621,26/06/2014,female sanitary products,2014,6,26,3
2720,26/06/2014,turkey,2014,6,26,3
2720,26/06/2014,rolls/buns,2014,6,26,3
2837,26/06/2014,frozen dessert,2014,6,26,3
2837,26/06/2014,bottled water,2014,6,26,3
3094,26/06/2014,cream cheese ,2014,6,26,3
3094,26/06/2014,bottled water,2014,6,26,3
3139,26/06/2014,other vegetables,2014,6,26,3
3139,26/06/2014,misc. beverages,2014,6,26,3
3251,26/06/2014,whole milk,2014,6,26,3
3251,26/06/2014,soda,2014,6,26,3
3253,26/06/2014,whole milk,2014,6,26,3
3253,26/06/2014,whipped/sour cream,2014,6,26,3
3356,26/06/2014,other vegetables,2014,6,26,3
3356,26/06/2014,butter,2014,6,26,3
3491,26/06/2014,root vegetables,2014,6,26,3
3491,26/06/2014,specialty bar,2014,6,26,3
3563,26/06/2014,root vegetables,2014,6,26,3
3563,26/06/2014,whipped/sour cream,2014,6,26,3
3832,26/06/2014,rolls/buns,2014,6,26,3
3832,26/06/2014,rolls/buns,2014,6,26,3
3852,26/06/2014,margarine,2014,6,26,3
3852,26/06/2014,dishes,2014,6,26,3
3854,26/06/2014,whole milk,2014,6,26,3
3854,26/06/2014,sweet spreads,2014,6,26,3
3854,26/06/2014,soda,2014,6,26,3
3854,26/06/2014,soda,2014,6,26,3
4071,26/06/2014,shopping bags,2014,6,26,3
4071,26/06/2014,chocolate,2014,6,26,3
4148,26/06/2014,domestic eggs,2014,6,26,3
4148,26/06/2014,whipped/sour cream,2014,6,26,3
4228,26/06/2014,other vegetables,2014,6,26,3
4228,26/06/2014,brown bread,2014,6,26,3
4280,26/06/2014,bottled beer,2014,6,26,3
4280,26/06/2014,soda,2014,6,26,3
4280,26/06/2014,bottled water,2014,6,26,3
4280,26/06/2014,cat food,2014,6,26,3
1236,27/06/2014,newspapers,2014,6,27,4
1236,27/06/2014,pip fruit,2014,6,27,4
1236,27/06/2014,dishes,2014,6,27,4
1465,27/06/2014,whole milk,2014,6,27,4
1465,27/06/2014,newspapers,2014,6,27,4
1575,27/06/2014,white bread,2014,6,27,4
1575,27/06/2014,seasonal products,2014,6,27,4
1595,27/06/2014,beef,2014,6,27,4
1595,27/06/2014,newspapers,2014,6,27,4
1650,27/06/2014,cream cheese ,2014,6,27,4
1650,27/06/2014,misc. beverages,2014,6,27,4
1815,27/06/2014,onions,2014,6,27,4
1815,27/06/2014,butter,2014,6,27,4
2257,27/06/2014,hamburger meat,2014,6,27,4
2257,27/06/2014,pasta,2014,6,27,4
2795,27/06/2014,whole milk,2014,6,27,4
2795,27/06/2014,soda,2014,6,27,4
2795,27/06/2014,soda,2014,6,27,4
2795,27/06/2014,fruit/vegetable juice,2014,6,27,4
2798,27/06/2014,rolls/buns,2014,6,27,4
2798,27/06/2014,bottled water,2014,6,27,4
2879,27/06/2014,dessert,2014,6,27,4
2879,27/06/2014,herbs,2014,6,27,4
2879,27/06/2014,detergent,2014,6,27,4
2879,27/06/2014,artif. sweetener,2014,6,27,4
3011,27/06/2014,pickled vegetables,2014,6,27,4
3011,27/06/2014,frozen vegetables,2014,6,27,4
3146,27/06/2014,rolls/buns,2014,6,27,4
3146,27/06/2014,cat food,2014,6,27,4
3264,27/06/2014,white bread,2014,6,27,4
3264,27/06/2014,spread cheese,2014,6,27,4
3458,27/06/2014,rolls/buns,2014,6,27,4
3458,27/06/2014,mustard,2014,6,27,4
3877,27/06/2014,whole milk,2014,6,27,4
3877,27/06/2014,rolls/buns,2014,6,27,4
3936,27/06/2014,other vegetables,2014,6,27,4
3936,27/06/2014,domestic eggs,2014,6,27,4
4040,27/06/2014,yogurt,2014,6,27,4
4040,27/06/2014,hygiene articles,2014,6,27,4
4340,27/06/2014,bottled beer,2014,6,27,4
4340,27/06/2014,chocolate,2014,6,27,4
4528,27/06/2014,cookware,2014,6,27,4
4528,27/06/2014,spread cheese,2014,6,27,4
4572,27/06/2014,cat food,2014,6,27,4
4572,27/06/2014,roll products ,2014,6,27,4
4686,27/06/2014,whole milk,2014,6,27,4
4686,27/06/2014,rolls/buns,2014,6,27,4
4713,27/06/2014,bottled water,2014,6,27,4
4713,27/06/2014,frozen dessert,2014,6,27,4
4713,27/06/2014,newspapers,2014,6,27,4
4893,27/06/2014,curd,2014,6,27,4
4893,27/06/2014,whipped/sour cream,2014,6,27,4
4929,27/06/2014,dessert,2014,6,27,4
4929,27/06/2014,frozen vegetables,2014,6,27,4
1015,28/06/2014,fruit/vegetable juice,2014,6,28,5
1015,28/06/2014,rolls/buns,2014,6,28,5
1015,28/06/2014,chocolate,2014,6,28,5
1175,28/06/2014,citrus fruit,2014,6,28,5
1175,28/06/2014,brown bread,2014,6,28,5
1175,28/06/2014,specialty chocolate,2014,6,28,5
1384,28/06/2014,waffles,2014,6,28,5
1384,28/06/2014,instant coffee,2014,6,28,5
1566,28/06/2014,other vegetables,2014,6,28,5
1566,28/06/2014,curd,2014,6,28,5
1814,28/06/2014,hamburger meat,2014,6,28,5
1814,28/06/2014,other vegetables,2014,6,28,5
2034,28/06/2014,shopping bags,2014,6,28,5
2034,28/06/2014,UHT-milk,2014,6,28,5
2160,28/06/2014,butter,2014,6,28,5
2160,28/06/2014,specialty chocolate,2014,6,28,5
2196,28/06/2014,beef,2014,6,28,5
2196,28/06/2014,sliced cheese,2014,6,28,5
2549,28/06/2014,beef,2014,6,28,5
2549,28/06/2014,bottled water,2014,6,28,5
2577,28/06/2014,sausage,2014,6,28,5
2577,28/06/2014,citrus fruit,2014,6,28,5
2603,28/06/2014,spread cheese,2014,6,28,5
2603,28/06/2014,yogurt,2014,6,28,5
2603,28/06/2014,soda,2014,6,28,5
2603,28/06/2014,shopping bags,2014,6,28,5
2774,28/06/2014,whole milk,2014,6,28,5
2774,28/06/2014,domestic eggs,2014,6,28,5
3923,28/06/2014,shopping bags,2014,6,28,5
3923,28/06/2014,other vegetables,2014,6,28,5
3923,28/06/2014,canned vegetables,2014,6,28,5
3973,28/06/2014,other vegetables,2014,6,28,5
3973,28/06/2014,pickled vegetables,2014,6,28,5
4190,28/06/2014,specialty bar,2014,6,28,5
4190,28/06/2014,bottled water,2014,6,28,5
4246,28/06/2014,soda,2014,6,28,5
4246,28/06/2014,tropical fruit,2014,6,28,5
4246,28/06/2014,specialty chocolate,2014,6,28,5
4246,28/06/2014,root vegetables,2014,6,28,5
4335,28/06/2014,fruit/vegetable juice,2014,6,28,5
4335,28/06/2014,pickled vegetables,2014,6,28,5
4799,28/06/2014,other vegetables,2014,6,28,5
4799,28/06/2014,hygiene articles,2014,6,28,5
4911,28/06/2014,liquor,2014,6,28,5
4911,28/06/2014,brown bread,2014,6,28,5
4911,28/06/2014,whole milk,2014,6,28,5
4915,28/06/2014,other vegetables,2014,6,28,5
4915,28/06/2014,whole milk,2014,6,28,5
1041,29/06/2014,tropical fruit,2014,6,29,6
1041,29/06/2014,brown bread,2014,6,29,6
1041,29/06/2014,whole milk,2014,6,29,6
